Unnamed: 0,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,111/05/27,5962837,387503119,65.3,65.3,64.5,65.0,0.1,2775
0,111/05/26,4242039,275361428,65.2,65.4,64.5,64.9,0.0,2114
0,111/05/25,5966589,386067547,64.9,65.0,64.3,64.9,0.5,2881
0,111/05/24,6392056,413175026,64.8,65.0,64.4,64.4,-0.7,3798
0,111/05/23,5880572,382000107,65.4,65.4,64.5,65.1,0.5,2365
0,111/05/20,3913649,253432901,65.0,65.2,64.5,64.6,0.1,1943
0,111/05/19,5279323,340582862,64.9,64.9,64.3,64.5,-0.6,3836
0,111/05/18,5153842,334926890,64.1,65.5,64.1,65.1,0.9,3838
0,111/05/17,6247331,403523307,65.0,65.1,64.2,64.2,-0.3,4249
0,111/05/16,10348972,669217434,66.0,66.0,64.1,64.5,-0.7,6310
0,111/05/13,6372602,416499170,65.5,65.8,65.1,65.2,-0.1,3634
0,111/05/12,7074162,464134948,66.2,66.3,65.2,65.3,-1.0,4867
0,111/05/11,5991632,397736231,66.4,67.3,66.1,66.3,-0.6,4613
0,111/05/10,6404179,427734658,66.3,67.2,66.0,66.9,0.4,3341
0,111/05/09,6153179,410125219,66.5,67.3,66.4,66.5,-0.8,5517
0,111/05/06,9325471,628875942,67.3,68.0,67.2,67.3,-0.7,6566
0,111/05/05,4191945,285386307,68.2,68.5,67.8,68.0,-0.2,3510
0,111/05/04,3820185,260702555,68.3,68.6,68.0,68.2,-0.4,2445
0,111/05/03,6157012,421376023,68.4,68.8,68.0,68.6,0.2,3524
0,111/04/29,4259662,290741639,68.3,68.6,67.8,68.4,0.1,2616
0,111/04/28,9682182,660070102,68.0,68.5,67.6,68.3,1.0,5030
0,111/04/27,7972836,539405990,67.8,68.1,67.1,67.3,-0.9,5480
0,111/04/26,8421790,574543355,68.0,68.6,67.8,68.2,0.6,5457
0,111/04/25,10152137,683271935,67.1,67.8,66.8,67.6,0.2,4889
0,111/04/22,4996835,335994200,66.9,67.6,66.9,67.4,-0.1,3244
0,111/04/21,5737523,387476006,67.8,67.9,67.3,67.5,0.2,3363
0,111/04/20,6478426,435154672,66.5,67.5,66.5,67.3,0.5,3547
0,111/04/19,3736083,250632382,67.4,67.6,66.8,66.8,-0.2,2816
0,111/04/18,5068211,341237691,67.4,67.9,66.8,67.0,-0.4,3540
0,111/04/15,11099897,747093097,66.3,68.0,66.2,67.4,1.1,6494
0,111/04/14,4370753,289356060,65.8,66.5,65.6,66.3,0.3,3274
0,111/04/13,4253155,281033393,66.1,66.3,65.8,66.0,0.3,2776
0,111/04/12,6040724,396442263,65.6,65.9,65.5,65.7,0.2,2945
0,111/04/11,5679261,372752303,66.0,66.1,65.5,65.5,-0.5,3070
